Name,Type,RA,Dec,Const,MajAx,MinAx,V-Mag,M,NGC,IC,Common names,Name catalog,Name number (with zeros),Name normalized,IC name,M name,Name number,Catalog,Name_MIKE,Name (no leading zero),Name (final),NGC/ID,Type_MIKE,Common Name,Mag,RA_MIKE,Dec_MIKE,Width ('),Height ('),IC_MIKE,IC name_MIKE,NGC_MIKE,NGC name,mike,CONST.,NGC DESIGNATION,OTHER NAME(S),R.A.,DEC.,MAG_500,MAX SZ,MIN SZ,Name catalog_500,Name number_500,Types_OpenNGC,Best_500,Notes
NGC6946,G,20:34:52.32,+60:09:14.1,Cyg,11.4,10.84,9.05,,,,Fireworks Galaxy,NGC,6946,NGC 6946,,,6946.0,,,,,,,,,,,,,,,,,,Cep,NGC6946,"UGC 11597(actually in Cygnus, but forms pair with 6939)""  ",20 34.9,+60 09,8.8,11.2,9.8,NGC,6946.0,G,True,small_dso
NGC6997,Cl+N,20:56:39.45,+44:37:53.4,Cyg,6.9,,10.0,,,,,NGC,6997,NGC 6997,,,6997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7031,OCl,21:07:12.55,+50:52:32.0,Cyg,3.9,,9.1,,,,,NGC,7031,NGC 7031,,,7031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7062,OCl,21:23:27.48,+46:22:42.7,Cyg,3.6,,8.3,,,,,NGC,7062,NGC 7062,,,7062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7063,OCl,21:24:21.70,+36:29:15.0,Cyg,6.3,,7.0,,,,,NGC,7063,NGC 7063,,,7063.0,,,,,,,,,,,,,,,,,,Cyg,NGC7063,OCL  192          ,21 24.5,+36 30,7,9.0,9.0,NGC,7063.0,OCl,True,small_dso
NGC7067,OCl,21:24:23.12,+48:00:33.3,Cyg,2.4,,9.7,,,,,NGC,7067,NGC 7067,,,7067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7086,OCl,21:30:27.55,+51:36:01.9,Cyg,4.8,,8.4,,,,,NGC,7086,NGC 7086,,,7086.0,,,,,,,,,,,,,,,,,,Cyg,NGC7086,OCL  214          ,21 30.5,+51 36,8.4,12.0,12.0,NGC,7086.0,OCl,True,small_dso
NGC7128,OCl,21:43:57.81,+53:42:54.5,Cyg,3.0,,9.7,,,,,NGC,7128,NGC 7128,,,7128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7142,OCl,21:45:09.51,+65:46:28.0,Cep,9.6,,9.3,,,,,NGC,7142,NGC 7142,,,7142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7160,OCl,21:53:40.27,+62:36:11.9,Cep,4.2,,6.1,,,,,NGC,7160,NGC 7160,,,7160.0,,,,,,,,,,,,,,,,,,Cep,NGC7160,THE BRUCE LEE CLUSTER,21 53.7,+62 36,6.1,5.0,5.0,NGC,7160.0,OCl,True,small_dso
NGC7226,OCl,22:10:26.89,+55:23:54.9,Cep,3.0,,9.6,,,,,NGC,7226,NGC 7226,,,7226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7234,OCl,22:12:25.02,+57:16:16.8,Cep,2.4,,7.7,,7235,,,NGC,7234,NGC 7234,,,7234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7245,OCl,22:15:11.51,+54:20:33.2,Lac,3.9,,9.2,,,,,NGC,7245,NGC 7245,,,7245.0,,,,,,,,,,,,,,,,,,Lac,NGC7245,OCL  225          ,22 15.3,+54 20,9.2,5.0,5.0,NGC,7245.0,OCl,True,small_dso
NGC7261,OCl,22:20:06.39,+58:03:06.6,Cep,6.9,,8.4,,,,,NGC,7261,NGC 7261,,,7261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7295,OCl,22:28:02.84,+52:17:20.7,Lac,2.7,,9.7,,7296,,,NGC,7295,NGC 7295,,,7295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7331,G,22:37:04.01,+34:24:55.9,Peg,9.27,3.76,9.41,,,,,NGC,7331,NGC 7331,,,7331.0,,,,,,,,,,,,,,,,,,Peg,NGC7331,UGC 12113(Deer Lick Group with the companions)      ,22 37.1,+34 25,9.5,10.2,4.2,NGC,7331.0,G,True,small_dso
NGC0744,OCl,01:58:29.92,+55:28:28.6,Per,11.7,,7.9,,,,,NGC,0744,NGC 744,,,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7510,OCl,23:11:03.78,+60:34:15.2,Cep,3.9,,7.9,,,,,NGC,7510,NGC 7510,,,7510.0,,,,,,,,,,,,,,,,,,Cep,NGC7510,THE DORMOUSE CLUSTER/The Arrowhead cluster,23 11.1,+60 34,7.9,7.0,7.0,NGC,7510.0,OCl,True,small_dso
NGC7686,OCl,23:30:07.38,+49:08:02.8,And,3.6,,5.6,,,,,NGC,7686,NGC 7686,,,7686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7788,OCl,23:56:45.58,+61:23:59.7,Cas,2.4,,9.4,,,,,NGC,7788,NGC 7788,,,7788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC7790,OCl,23:58:24.26,+61:12:29.9,Cas,3.6,,8.5,,,,,NGC,7790,NGC 7790,,,7790.0,,,,,,,,,,,,,,,,,,Cas,NGC7790,THE WIDOW'S WEB CLUSTER,23 58.4,+61 13,8.5,5.0,5.0,NGC,7790.0,OCl,True,small_dso
NGC7793,G,23:57:49.83,-32:35:27.7,Scl,10.42,6.05,9.29,,,,,NGC,7793,NGC 7793,,,7793.0,,,,,,,,,,,,,,,,,,Scl,NGC7793,BOND'S GALAXY,23 57.8,-32 36,9.1,9.6,6.4,NGC,7793.0,G,True,small_dso
NGC0956,OCl,02:32:30.90,+44:35:36.5,And,4.5,,8.9,,,,,NGC,0956,NGC 956,,,956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0957,OCl,02:33:19.03,+57:34:10.9,Per,10.2,,7.6,,,,,NGC,0957,NGC 957,,,957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC0010,G,00:20:17.34,+59:18:13.6,Cas,6.76,6.03,10.35,,,,,IC,0010,IC 10,IC 10,,10.0,,,,,,,,,,,,,,,,,,Cas,IC10,UGC 192         ,00 20.4,+59 18,13.3,6.4,5.3,IC,10.0,G,True,tiny_dso
IC2163,G,06:16:27.98,-21:22:33.1,CMa,3.37,0.95,11.11,,,,,IC,2163,IC 2163,IC 2163,,2163.0,,,,,,,,,,,,,,,,,,Cma,IC2163,colliding w/2207,06 16.5,-21 23,11.6,3.0,1.2,IC,2163.0,G,True,tiny_dso
IC2574,G,10:28:23.48,+68:24:43.7,UMa,12.91,5.57,10.46,,,,Coddington's Nebula,IC,2574,IC 2574,IC 2574,,2574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiny_dso
IC4593,PN,16:11:44.50,+12:04:17.0,Her,0.66,,10.7,,,,,IC,4593,IC 4593,IC 4593,,4593.0,,,,,,,,,,,,,,,,,,Her,IC4593,WHITE-EYED PEA NEBULA,16 11.7,+12 04,11,0.21,0.17,IC,4593.0,PN,True,tiny_dso
IC5271,G,22:58:01.82,-33:44:32.0,PsA,3.0,1.16,11.54,,,,,IC,5271,IC 5271,IC 5271,,5271.0,,,,,,,,,,,,,,,,,,Psa,IC5271,ESO 406-34        ,22 58.0,-33 45,11.6,2.6,0.9,IC,5271.0,G,True,tiny_dso
NGC6402,GCl,17:37:36.16,-03:14:45.3,Oph,,,5.73,14,,,,M,6402,M 14,,,14.0,,,,,,,,,,,,,,,,,,Oph,NGC6402,M14,17 37.6,-03 15,7.6,11.0,11.0,M,14.0,GCl,True,tiny_dso
NGC4579,G,12:37:43.52,+11:49:05.5,Vir,5.01,3.84,10.3,58,,,,M,4579,M 58,,,58.0,,,,,,,,,,,,,,,,,,Vir,NGC4579,M58,12 37.7,+11 49,9.7,6.0,4.8,M,58.0,G,True,tiny_dso
NGC4303,G,12:21:54.90,+04:28:25.1,Vir,6.89,6.56,10.25,61,,,,M,4303,M 61,,,61.0,,,,,,,,,,,,,,,,,,Vir,NGC4303,M61 SWELLING SPIRAL,12 21.9,+04 28,9.6,6.5,5.9,M,61.0,G,True,tiny_dso
NGC0650,PN,01:42:19.69,+51:34:31.7,Per,1.12,,10.1,76,0651,,"Barbell Nebula,Cork Nebula,Little Dumbbell Nebula",M,0650,M 76,,,76.0,,,,,,,,,,,,,,,,,,Per,NGC650/651,"M76 LITTLE DUMBBELL, the Barbell, The Cork""          ",01 42.3,+51 35,11,2.7,1.78,M,76.0,PN,True,tiny_dso
NGC4501,G,12:31:59.16,+14:25:13.4,Com,8.65,4.38,10.33,88,,,,M,4501,M 88,,,88.0,,,,,,,,,,,,,,,,,,Com,NGC4501,M88,12 32.0,+14 25,9.6,6.8,3.7,M,88.0,G,True,tiny_dso
NGC4552,G,12:35:39.81,+12:33:22.8,Vir,8.13,8.0,10.08,89,,,,M,4552,M 89,,,89.0,,,,,,,,,,,,,,,,,,Vir,NGC4552,M89,12 35.7,+12 33,9.8,5.3,4.8,M,89.0,G,True,tiny_dso
NGC4548,G,12:35:26.45,+14:29:46.8,Com,5.55,4.52,10.96,91,,,,M,4548,M 91,,,91.0,,,,,,,,,,,,,,,,,,Com,NGC4548,M91,12 35.4,+14 30,10.1,5.2,4.2,M,91.0,G,True,tiny_dso
NGC4192,G,12:13:48.29,+14:54:01.2,Com,11.04,2.66,10.84,98,,,,M,4192,M 98,,,98.0,,,,,,,,,,,,,,,,,,Com,NGC4192,M98,12 13.8,+14 54,10.1,9.4,2.3,M,98.0,G,True,tiny_dso
NGC1003,G,02:39:16.89,+40:52:20.3,Per,3.47,0.83,11.51,,,,,NGC,1003,NGC 1003,,,1003.0,,,,,,,,,,,,,,,,,,Per,NGC1003,UGC 2137         ,02 39.3,+40 52,11.4,5.7,2.2,NGC,1003.0,G,True,tiny_dso
NGC1087,G,02:46:25.16,-00:29:55.1,Cet,2.97,1.8,11.02,,,,,NGC,1087,NGC 1087,,,1087.0,,,,,,,,,,,,,,,,,,Cet,NGC1087,UGC 2245         ,02 46.4,-00 30,10.9,3.9,2.3,NGC,1087.0,G,True,tiny_dso
NGC1187,G,03:02:37.59,-22:52:01.8,Eri,4.14,3.02,10.92,,,,,NGC,1187,NGC 1187,,,1187.0,,,,,,,,,,,,,,,,,,Eri,NGC1187,ESO 480-23        ,03 02.6,-22 52,10.8,5.6,3.8,NGC,1187.0,G,True,tiny_dso
NGC1232,G,03:09:45.51,-20:34:45.5,Eri,6.79,5.77,10.11,,,,,NGC,1232,NGC 1232,,,1232.0,,,,,,,,,,,,,,,,,,Eri,NGC1232,EYE OF GOD GALAXY,03 09.8,-20 35,9.9,7.1,6.3,NGC,1232.0,G,True,tiny_dso
NGC0128,G,00:29:15.06,+02:51:50.6,Psc,3.16,0.87,11.63,,,,,NGC,0128,NGC 128,,,128.0,,,,,,,,,,,,,,,,,,Psc,NGC128,UGC 292         ,00 29.2,+02 52,11.8,2.8,0.9,NGC,128.0,G,True,tiny_dso
NGC1300,G,03:19:41.08,-19:24:40.9,Eri,5.96,3.06,10.52,,,,,NGC,1300,NGC 1300,,,1300.0,,,,,,,,,,,,,,,,,,Eri,NGC1300,ESO 547-31        ,03 19.7,-19 25,10.4,5.9,4.1,NGC,1300.0,G,True,tiny_dso
NGC1317,G,03:22:44.29,-37:06:13.3,For,3.1,2.58,10.88,,1318,,Fornax B,NGC,1317,NGC 1317,,,1317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiny_dso
NGC1332,G,03:26:17.25,-21:20:06.8,Eri,5.31,3.84,10.36,,,,,NGC,1332,NGC 1332,,,1332.0,,,,,,,,,,,,,,,,,,Eri,NGC1332,ESO 548-18        ,03 26.3,-21 20,10.3,4.0,1.5,NGC,1332.0,G,True,tiny_dso
NGC1365,G,03:33:36.37,-36:08:25.4,For,12.02,6.14,10.1,,,,,NGC,1365,NGC 1365,,,1365.0,,,,,,,,,,,,,,,,,,For,NGC1365,ESO 358-17        ,03 33.6,-36 08,9.6,11.0,6.2,NGC,1365.0,G,True,tiny_dso
NGC1400,G,03:39:30.84,-18:41:17.1,Eri,2.81,2.52,11.06,,,,,NGC,1400,NGC 1400,,,1400.0,,,,,,,,,,,,,,,,,,Eri,NGC1400,ESO 548-62        ,03 39.5,-18 41,11,2.5,2.1,NGC,1400.0,G,True,tiny_dso
NGC1421,G,03:42:29.28,-13:29:16.9,Eri,3.55,0.75,11.52,,,,,NGC,1421,NGC 1421,,,1421.0,,,,,,,,,,,,,,,,,,Eri,NGC1421,MCG - 2-10-  8    ,03 42.5,-13 29,11.4,3.4,0.8,NGC,1421.0,G,True,tiny_dso
NGC1501,PN,04:06:59.37,+60:55:14.5,Cam,0.87,,11.5,,,,,NGC,1501,NGC 1501,,,1501.0,,,,,,,,,,,,,,,,,,Cam,NGC1501,"OYSTER NEBULA, The Camel's Eye",04 07.0,+60 55,12,0.93,0.8,NGC,1501.0,PN,True,tiny_dso
NGC1514,PN,04:09:16.95,+30:46:33.3,Tau,2.2,,10.19,,,,,NGC,1514,NGC 1514,,,1514.0,,,,,,,,,,,,,,,,,,Tau,NGC1514,The PANSY or CRYSTAL BALL NEBULA,04 09.3,+30 47,10.8,2.0,1.5,NGC,1514.0,PN,True,tiny_dso
NGC1532,G,04:12:04.33,-32:52:27.2,Eri,11.27,3.09,10.13,,,,,NGC,1532,NGC 1532,,,1532.0,,,,,,,,,,,,,,,,,,Eri,NGC1532,ESO 359-27        ,04 12.1,-32 52,9.9,11.6,3.4,NGC,1532.0,G,True,tiny_dso
NGC1535,PN,04:14:15.77,-12:44:21.8,Eri,0.85,,9.6,,,,,NGC,1535,NGC 1535,,,1535.0,,,,,,,,,,,,,,,,,,Eri,NGC1535,"CLEOPATRA'S EYE, THE ESKIMO'S WIFE",04 14.3,-12 44,10.4,0.33,0.28,NGC,1535.0,PN,True,tiny_dso
NGC0157,G,00:34:46.76,-08:23:47.2,Cet,3.7,1.9,13.11,,,,,NGC,0157,NGC 157,,,157.0,,,,,,,,,,,,,,,,,,Cet,NGC157,MCG - 2- 2- 56    ,00 34.8,-08 24,10.4,4.1,2.7,NGC,157.0,G,True,tiny_dso
NGC1883,OCl,05:25:54.20,+46:29:24.5,Aur,5.7,,12.0,,,,,NGC,1883,NGC 1883,,,1883.0,,,,,,,,,,,,,,,,,,Aur,NGC1883,OCL  417          ,05 25.9,+46 29,12,5.0,5.0,NGC,1883.0,OCl,True,tiny_dso
NGC1931,Cl+N,05:31:25.35,+34:14:47.6,Aur,4.8,,10.1,,,,,NGC,1931,NGC 1931,,,1931.0,,,,,,,,,,,,,,,,,,Aur,NGC1931,THE FLY,05 31.4,+34 15,10.1,6.0,3.0,NGC,1931.0,Cl+N,True,tiny_dso
NGC1964,G,05:33:21.76,-21:56:44.8,Lep,5.16,2.33,10.91,,,,,NGC,1964,NGC 1964,,,1964.0,,,,,,,,,,,,,,,,,,Lep,NGC1964,ESO 554-10        ,05 33.4,-21 57,10.8,5.5,2.1,NGC,1964.0,G,True,tiny_dso
NGC2126,OCl,06:02:32.98,+49:51:57.3,Aur,5.4,,,,,,,NGC,2126,NGC 2126,,,2126.0,,,,,,,,,,,,,,,,,,Aur,NGC2126,OCL  418          ,06 02.6,+49 52,10.2,6.0,6.0,NGC,2126.0,OCl,True,tiny_dso
NGC2146,G,06:18:37.71,+78:21:25.3,Cam,5.31,4.32,10.69,,,,,NGC,2146,NGC 2146,,,2146.0,,,,,,,,,,,,,,,,,,Cam,NGC2146,"3C120,DUSTY HAND GALAXY""       ",06 18.6,+78 21,10.6,5.7,3.3,NGC,2146.0,G,True,tiny_dso
NGC2192,OCl,06:15:17.43,+39:51:18.8,Aur,5.4,,10.9,,,,,NGC,2192,NGC 2192,,,2192.0,,,,,,,,,,,,,,,,,,Aur,NGC2192,OCL  437          ,06 15.3,+39 51,10.9,5.0,5.0,NGC,2192.0,OCl,True,tiny_dso
NGC2207,G,06:16:22.03,-21:22:21.6,CMa,4.86,2.71,11.06,,,,,NGC,2207,NGC 2207,,,2207.0,,,,,,,,,,,,,,,,,,Cma,NGC2207,ESO 556- 8        ,06 16.4,-21 22,10.8,4.2,2.6,NGC,2207.0,G,True,tiny_dso
NGC2217,G,06:21:39.78,-27:14:01.5,CMa,4.63,4.12,10.57,,,,,NGC,2217,NGC 2217,,,2217.0,,,,,,,,,,,,,,,,,,Cma,NGC2217,ESO 489-42        ,06 21.7,-27 14,10.7,4.7,4.3,NGC,2217.0,G,True,tiny_dso
NGC2259,OCl,06:38:21.44,+10:53:01.0,Mon,6.0,,10.8,,,,,NGC,2259,NGC 2259,,,2259.0,,,,,,,,,,,,,,,,,,Mon,NGC2259,OCL  492          ,06 38.6,+10 53,10.8,3.5,3.5,NGC,2259.0,OCl,True,tiny_dso
NGC2261,RfN,06:39:09.51,+08:44:39.6,Mon,2.0,1.0,11.85,,,,Hubble's Nebula,NGC,2261,NGC 2261,,,2261.0,,,,,,,,,,,,,,,,,,Mon,NGC2261,HUBBLE'S VARIABLE NEBULA,06 39.2,+08 45,?,2.0,1.0,NGC,2261.0,Neb,True,tiny_dso
NGC2268,G,07:14:17.44,+84:22:56.2,Cam,2.14,0.93,11.56,,,,,NGC,2268,NGC 2268,,,2268.0,,,,,,,,,,,,,,,,,,Cam,NGC2268,UGC 3653         ,07 14.3,+84 23,11.5,3.3,2.0,NGC,2268.0,G,True,tiny_dso
NGC2309,OCl,06:56:03.61,-07:10:27.5,Mon,5.4,,10.5,,,,,NGC,2309,NGC 2309,,,2309.0,,,,,,,,,,,,,,,,,,Mon,NGC2309,OCL  557          ,06 56.1,-07 10,10.5,5.0,5.0,NGC,2309.0,OCl,True,tiny_dso
NGC2336,G,07:27:04.05,+80:10:41.1,Cam,5.01,2.81,10.68,,,,,NGC,2336,NGC 2336,,,2336.0,,,,,,,,,,,,,,,,,,Cam,NGC2336,UGC 3809         ,07 27.1,+80 11,10.4,6.8,3.7,NGC,2336.0,G,True,tiny_dso
NGC2371,PN,07:25:34.66,+29:29:26.3,Gem,2.2,0.96,11.2,,2372,,,NGC,2371,NGC 2371,,,2371.0,,,,,,,,,,,,,,,,,,Gem,NGC2371/2372,"THE ANT NEB.,DOUBLE BUBBLE NEB.,PEANUT NEB.,Dogbone Neb.",07 25.6,+29 29,13,1.23,0.9,NGC,2371.0,PN,True,tiny_dso
NGC2392,PN,07:29:10.76,+20:54:42.6,Gem,0.86,,9.61,,,,Eskimo Nebula,NGC,2392,NGC 2392,,,2392.0,,,,,,,,,,,,,,,,,,Gem,NGC2392,PK197+17.1/Clown face Nebula/Eskimo Nebula,07 29.2,+20 55,8.6,0.78,0.72,NGC,2392.0,PN,True,tiny_dso
NGC2419,GCl,07:38:07.95,+38:52:47.9,Lyn,4.5,,10.05,,,,,NGC,2419,NGC 2419,,,2419.0,,,,,,,,,,,,,,,,,,Lyn,NGC2419,THE INTERGALACTIC WANDERER         ,07 38.1,+38 53,10.3,4.6,4.6,NGC,2419.0,GCl,True,tiny_dso
NGC2438,PN,07:41:50.39,-14:44:08.8,Pup,1.07,,10.8,,,,,NGC,2438,NGC 2438,,,2438.0,,,,,,,,,,,,,,,,,,Pup,NGC2438,PK231+4.2   (in M46)     ,07 41.8,-14 44,11,1.08,1.08,NGC,2438.0,PN,True,tiny_dso
NGC2440,PN,07:41:55.36,-18:12:30.5,Pup,0.27,,9.4,,,,,NGC,2440,NGC 2440,,,2440.0,,,,,,,,,,,,,,,,,,Pup,NGC2440,"ALBINO BUTTERFLY NEBULA,BURNING EMBER,BAT NEB.",07 41.9,-18 13,11.5,0.9,0.33,NGC,2440.0,PN,True,tiny_dso
NGC2452,PN,07:47:26.37,-27:20:02.4,Pup,0.32,,12.0,,,,,NGC,2452,NGC 2452,,,2452.0,,,,,,,,,,,,,,,,,,Pup,NGC2452,PK243-1.1   (in same field as 2453)     ,07 47.4,-27 20,11.9,0.5,0.4,NGC,2452.0,PN,True,tiny_dso
NGC0246,PN,00:47:03.36,-11:52:19.0,Cet,4.08,,10.9,,,,,NGC,0246,NGC 246,,,246.0,,,,,,,,,,,,,,,,,,Cet,NGC246,SKULL NEBULA/The Soap Bubble Nebula/VOODOO MASK,00 47.1,-11 52,8.5,4.0,3.5,NGC,246.0,PN,True,tiny_dso
NGC0253,G,00:47:33.12,-25:17:17.6,Scl,26.79,4.58,11.11,,,,"Sculptor Filament,Silver Coin",NGC,0253,NGC 253,,,253.0,,,,,,,,,,,,,,,,,,Scl,NGC253,ESO 474-29/Sculptor Galaxy/SILVER COIN GAL.  ,00 47.6,-25 18,7.2,26.4,6.0,NGC,253.0,G,True,tiny_dso
NGC2537,G,08:13:14.64,+45:59:23.3,Lyn,2.07,1.96,11.71,,,,"Bear Claw Nebula,Bear-Paw Galaxy",NGC,2537,NGC 2537,,,2537.0,,,,,,,,,,,,,,,,,,Lyn,NGC2537,Bear Paw Galaxy,08 13.2,+45 59,11.7,3.1,2.7,NGC,2537.0,G,True,tiny_dso
NGC2588,OCl,08:23:09.57,-32:58:30.6,Pup,3.9,,11.8,,,,,NGC,2588,NGC 2588,,,2588.0,,,,,,,,,,,,,,,,,,Pup,NGC2588,OCL  715          ,08 23.2,-32 59,11.8,2.0,2.0,NGC,2588.0,OCl,True,tiny_dso
NGC2655,G,08:55:37.73,+78:13:23.1,Cam,3.93,2.06,10.39,,,,,NGC,2655,NGC 2655,,,2655.0,,,,,,,,,,,,,,,,,,Cam,NGC2655,UGC 4637         ,08 55.6,+78 13,10.1,4.9,4.1,NGC,2655.0,G,True,tiny_dso
NGC2681,G,08:53:32.74,+51:18:49.2,UMa,3.97,3.97,10.86,,,,,NGC,2681,NGC 2681,,,2681.0,,,,,,,,,,,,,,,,,,Uma,NGC2681,UGC 4645         ,08 53.5,+51 19,10.3,3.7,3.7,NGC,2681.0,G,True,tiny_dso
NGC2685,G,08:55:34.71,+58:44:03.8,UMa,4.33,2.31,11.35,,,,Helix Galaxy,NGC,2685,NGC 2685,,,2685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiny_dso
NGC0278,G,00:52:04.31,+47:33:01.8,Cas,2.36,2.3,10.85,,,,,NGC,0278,NGC 278,,,278.0,,,,,,,,,,,,,,,,,,Cas,NGC278,UGC 528         ,00 52.1,+47 33,10.8,2.4,2.4,NGC,278.0,G,True,tiny_dso
NGC2815,G,09:16:19.75,-23:37:59.7,Hya,3.51,1.41,11.86,,,,,NGC,2815,NGC 2815,,,2815.0,,,,,,,,,,,,,,,,,,Hya,NGC2815,ESO 497-32        ,09 16.3,-23 38,11.9,3.5,1.1,NGC,2815.0,G,True,tiny_dso
NGC2841,G,09:22:02.63,+50:58:35.5,UMa,6.9,3.31,10.18,,,,,NGC,2841,NGC 2841,,,2841.0,,,,,,,,,,,,,,,,,,Uma,NGC2841,TIGER'S EYE GALAXY,09 22.0,+50 59,9.2,7.7,3.6,NGC,2841.0,G,True,tiny_dso
NGC3003,G,09:48:36.05,+33:25:17.4,LMi,4.74,1.06,11.78,,,,,NGC,3003,NGC 3003,,,3003.0,,,,,,,,,,,,,,,,,,Lmi,NGC3003,UGC 5251         ,09 48.6,+33 25,11.9,5.7,1.4,NGC,3003.0,G,True,tiny_dso
NGC3079,G,10:01:57.80,+55:40:47.2,UMa,8.18,1.29,10.71,,,,,NGC,3079,NGC 3079,,,3079.0,,,,,,,,,,,,,,,,,,Uma,NGC3079,UGC 5387   THE PHANTOM FRISBEE      ,10 02.0,+55 41,10.9,8.1,1.3,NGC,3079.0,G,True,tiny_dso
NGC3091,G,10:00:14.29,-19:38:13.1,Hya,3.69,2.18,11.0,,,,,NGC,3091,NGC 3091,,,3091.0,,,,,,,,,,,,,,,,,,Hya,NGC3091,ESO 566-41        ,10 00.2,-19 38,11.1,3.0,1.9,NGC,3091.0,G,True,tiny_dso
NGC3109,G,10:03:06.88,-26:09:34.5,Hya,16.0,2.74,10.54,,,,,NGC,3109,NGC 3109,,,3109.0,,,,,,,,,,,,,,,,,,Hya,NGC3109,ESO 499-36        ,10 03.1,-26 10,9.9,19.7,3.4,NGC,3109.0,G,True,tiny_dso
NGC3226,G,10:23:27.01,+19:53:54.7,Leo,3.13,2.26,12.95,,,,,NGC,3226,NGC 3226,,,3226.0,,,,,,,,,,,,,,,,,,Leo,NGC3226,UGC 5617         ,10 23.4,+19 54,11.4,2.5,2.2,NGC,3226.0,G,True,tiny_dso
NGC3227,G,10:23:30.58,+19:51:54.2,Leo,3.98,1.86,11.72,,,,,NGC,3227,NGC 3227,,,3227.0,,,,,,,,,,,,,,,,,,Leo,NGC3227,UGC 5620         ,10 23.5,+19 52,10.3,6.6,5.0,NGC,3227.0,G,True,tiny_dso
NGC3432,G,10:52:31.13,+36:37:07.6,LMi,7.41,2.08,11.27,,,,,NGC,3432,NGC 3432,,,3432.0,,,,,,,,,,,,,,,,,,Lmi,NGC3432,THE KNITTING NEEDLE GALAXY,10 52.5,+36 37,11.3,6.6,1.6,NGC,3432.0,G,True,tiny_dso
NGC3507,G,11:03:25.36,+18:08:07.6,Leo,2.92,2.51,,,,,,NGC,3507,NGC 3507,,,3507.0,,,,,,,,,,,,,,,,,,Leo,NGC3507,UGC 6123         ,11 03.4,+18 08,10.9,3.4,2.9,NGC,3507.0,G,True,tiny_dso
NGC3511,G,11:03:23.77,-23:05:12.4,Crt,6.04,2.0,11.02,,,,,NGC,3511,NGC 3511,,,3511.0,,,,,,,,,,,,,,,,,,Crt,NGC3511,ESO 502-13        ,11 03.4,-23 05,11,6.0,2.1,NGC,3511.0,G,True,tiny_dso
NGC3631,G,11:21:02.87,+53:10:10.4,UMa,3.72,3.08,10.42,,,,,NGC,3631,NGC 3631,,,3631.0,,,,,,,,,,,,,,,,,,Uma,NGC3631,UGC 6360         ,11 21.0,+53 10,10.4,5.0,4.8,NGC,3631.0,G,True,tiny_dso
NGC3672,G,11:25:02.47,-09:47:43.4,Crt,2.9,1.69,11.34,,,,,NGC,3672,NGC 3672,,,3672.0,,,,,,,,,,,,,,,,,,Crt,NGC3672,MCG - 2-29- 28    ,11 25.0,-09 48,11.4,4.0,1.8,NGC,3672.0,G,True,tiny_dso
NGC3675,G,11:26:08.58,+43:35:09.3,UMa,5.9,3.27,10.09,,,,,NGC,3675,NGC 3675,,,3675.0,,,,,,,,,,,,,,,,,,Uma,NGC3675,UGC 6439         ,11 26.1,+43 35,10.2,6.2,3.6,NGC,3675.0,G,True,tiny_dso
NGC3718,G,11:32:34.85,+53:04:04.5,UMa,4.7,2.34,10.7,,,,,NGC,3718,NGC 3718,,,3718.0,,,,,,,,,,,,,,,,,,Uma,NGC3718,UGC 6524         ,11 32.6,+53 04,10.8,8.2,3.5,NGC,3718.0,G,True,tiny_dso
NGC3726,G,11:33:21.12,+47:01:45.1,UMa,5.27,3.54,10.49,,,,,NGC,3726,NGC 3726,,,3726.0,,,,,,,,,,,,,,,,,,Uma,NGC3726,UGC 6537         ,11 33.3,+47 02,10.4,6.0,4.1,NGC,3726.0,G,True,tiny_dso
NGC3877,G,11:46:07.70,+47:29:39.6,UMa,5.36,1.23,11.0,,,,,NGC,3877,NGC 3877,,,3877.0,,,,,,,,,,,,,,,,,,Uma,NGC3877,UGC 6745         ,11 46.1,+47 30,11,5.3,1.2,NGC,3877.0,G,True,tiny_dso
